path,type,subtype,speaker,command,snr
samples/crf_01/noisy/ita/ita_robot_6.wav,command,noisy,crf_01,6,0
samples/crf_01/noisy/ita/ita_robot_26.wav,command,noisy,crf_01,26,-3
samples/crf_01/noisy/ita/ita_robot_12.wav,command,noisy,crf_01,12,-7
samples/crf_01/noisy/ita/ita_robot_3.wav,command,noisy,crf_01,3,-8
samples/crf_01/clean/ita/ita_28.wav,command,clean,crf_01,28,16
samples/crf_01/clean/ita/ita_25.wav,command,clean,crf_01,25,14
samples/crf_01/clean/ita/ita_14.wav,command,clean,crf_01,14,14
samples/crf_01/clean/ita/ita_19.wav,command,clean,crf_01,19,14
samples/crf_01/clean/ita/ita_23.wav,command,clean,crf_01,23,7
samples/crf_01/clean/ita/ita_22.wav,command,clean,crf_01,22,18
samples/crf_01/clean/ita/ita_11.wav,command,clean,crf_01,11,14
samples/crf_01/clean/ita/ita_4.wav,command,clean,crf_01,4,17
samples/crf_01/clean/ita/ita_12.wav,command,clean,crf_01,12,9
samples/crf_01/clean/ita/ita_29.wav,command,clean,crf_01,29,18
samples/crf_01/clean/ita/ita_9.wav,command,clean,crf_01,9,12
samples/crf_01/clean/ita/ita_21.wav,command,clean,crf_01,21,20
samples/crf_01/clean/ita/ita_30.wav,command,clean,crf_01,30,14
samples/crf_01/clean/ita/ita_26.wav,command,clean,crf_01,26,10
samples/crf_01/clean/ita/ita_7.wav,command,clean,crf_01,7,14
samples/crf_01/clean/ita/ita_15.wav,command,clean,crf_01,15,14
samples/crf_01/clean/ita/ita_8.wav,command,clean,crf_01,8,15
samples/crf_01/clean/ita/ita_18.wav,command,clean,crf_01,18,12
samples/crf_01/clean/ita/ita_0.wav,command,clean,crf_01,0,18
samples/crf_01/clean/ita/ita_2.wav,command,clean,crf_01,2,19
samples/crf_01/clean/ita/ita_16.wav,command,clean,crf_01,16,15
samples/crf_01/clean/ita/ita_5.wav,command,clean,crf_01,5,17
samples/crf_01/clean/ita/ita_10.wav,command,clean,crf_01,10,11
samples/crf_01/clean/ita/ita_6.wav,command,clean,crf_01,6,13
samples/crf_01/clean/ita/ita_27.wav,command,clean,crf_01,27,17
samples/crf_01/clean/ita/ita_13.wav,command,clean,crf_01,13,11
samples/crf_01/clean/ita/ita_20.wav,command,clean,crf_01,20,15
samples/crf_01/clean/ita/ita_24.wav,command,clean,crf_01,24,8
samples/crf_01/clean/ita/ita_17.wav,command,clean,crf_01,17,17
samples/crf_01/clean/ita/ita_1.wav,command,clean,crf_01,1,21
samples/crf_01/clean/ita/ita_3.wav,command,clean,crf_01,3,18
samples/fr_8/noisy/ita/ita_28.wav,command,noisy,fr_8,28,0
samples/fr_8/noisy/ita/ita_25.wav,command,noisy,fr_8,25,3
samples/fr_8/noisy/ita/ita_14.wav,command,noisy,fr_8,14,7
samples/fr_8/noisy/ita/ita_19.wav,command,noisy,fr_8,19,-5
samples/fr_8/noisy/ita/ita_23.wav,command,noisy,fr_8,23,-3
samples/fr_8/noisy/ita/ita_22.wav,command,noisy,fr_8,22,3
samples/fr_8/noisy/ita/ita_11.wav,command,noisy,fr_8,11,5
samples/fr_8/noisy/ita/ita_4.wav,command,noisy,fr_8,4,0
samples/fr_8/noisy/ita/ita_12.wav,command,noisy,fr_8,12,1
samples/fr_8/noisy/ita/ita_29.wav,command,noisy,fr_8,29,4
samples/fr_8/noisy/ita/ita_9.wav,command,noisy,fr_8,9,0
samples/fr_8/noisy/ita/ita_21.wav,command,noisy,fr_8,21,0
samples/fr_8/noisy/ita/ita_30.wav,command,noisy,fr_8,30,12
samples/fr_8/noisy/ita/ita_26.wav,command,noisy,fr_8,26,-2
samples/fr_8/noisy/ita/ita_7.wav,command,noisy,fr_8,7,2
samples/fr_8/noisy/ita/ita_15.wav,command,noisy,fr_8,15,0
samples/fr_8/noisy/ita/ita_8.wav,command,noisy,fr_8,8,2
samples/fr_8/noisy/ita/ita_18.wav,command,noisy,fr_8,18,-5
samples/fr_8/noisy/ita/ita_0.wav,command,noisy,fr_8,0,3
samples/fr_8/noisy/ita/ita_2.wav,command,noisy,fr_8,2,-4
samples/fr_8/noisy/ita/ita_16.wav,command,noisy,fr_8,16,8
samples/fr_8/noisy/ita/ita_5.wav,command,noisy,fr_8,5,-2
samples/fr_8/noisy/ita/ita_10.wav,command,noisy,fr_8,10,7
samples/fr_8/noisy/ita/ita_6.wav,command,noisy,fr_8,6,3
samples/fr_8/noisy/ita/ita_27.wav,command,noisy,fr_8,27,4
samples/fr_8/noisy/ita/ita_13.wav,command,noisy,fr_8,13,3
samples/fr_8/noisy/ita/ita_20.wav,command,noisy,fr_8,20,-4
samples/fr_8/noisy/ita/ita_24.wav,command,noisy,fr_8,24,0
samples/fr_8/noisy/ita/ita_17.wav,command,noisy,fr_8,17,2
samples/fr_8/noisy/ita/ita_1.wav,command,noisy,fr_8,1,-5
samples/fr_8/noisy/ita/ita_3.wav,command,noisy,fr_8,3,-6
samples/crf_04/noisy/ita/ita_28.wav,command,noisy,crf_04,28,-18
samples/crf_04/noisy/ita/ita_25.wav,command,noisy,crf_04,25,-7
samples/crf_04/noisy/ita/ita_14.wav,command,noisy,crf_04,14,-1
samples/crf_04/noisy/ita/ita_19.wav,command,noisy,crf_04,19,-7
samples/crf_04/noisy/ita/ita_23.wav,command,noisy,crf_04,23,-11
samples/crf_04/noisy/ita/ita_22.wav,command,noisy,crf_04,22,-4
samples/crf_04/noisy/ita/ita_11.wav,command,noisy,crf_04,11,-2
samples/crf_04/noisy/ita/ita_4.wav,command,noisy,crf_04,4,3
samples/crf_04/noisy/ita/ita_12.wav,command,noisy,crf_04,12,-2
samples/crf_04/noisy/ita/ita_29.wav,command,noisy,crf_04,29,2
samples/crf_04/noisy/ita/ita_9.wav,command,noisy,crf_04,9,-9
samples/crf_04/noisy/ita/ita_21.wav,command,noisy,crf_04,21,1
samples/crf_04/noisy/ita/ita_30.wav,command,noisy,crf_04,30,-2
samples/crf_04/noisy/ita/ita_26.wav,command,noisy,crf_04,26,-8
samples/crf_04/noisy/ita/ita_7.wav,command,noisy,crf_04,7,-4
samples/crf_04/noisy/ita/ita_15.wav,command,noisy,crf_04,15,-8
samples/crf_04/noisy/ita/ita_8.wav,command,noisy,crf_04,8,0
samples/crf_04/noisy/ita/ita_18.wav,command,noisy,crf_04,18,-9
samples/crf_04/noisy/ita/ita_0.wav,command,noisy,crf_04,0,2
samples/crf_04/noisy/ita/ita_2.wav,command,noisy,crf_04,2,-4
samples/crf_04/noisy/ita/ita_16.wav,command,noisy,crf_04,16,2
samples/crf_04/noisy/ita/ita_5.wav,command,noisy,crf_04,5,1
samples/crf_04/noisy/ita/ita_10.wav,command,noisy,crf_04,10,0
samples/crf_04/noisy/ita/ita_6.wav,command,noisy,crf_04,6,0
samples/crf_04/noisy/ita/ita_27.wav,command,noisy,crf_04,27,-4
samples/crf_04/noisy/ita/ita_13.wav,command,noisy,crf_04,13,-5
samples/crf_04/noisy/ita/ita_20.wav,command,noisy,crf_04,20,-1
samples/crf_04/noisy/ita/ita_24.wav,command,noisy,crf_04,24,-16
samples/crf_04/noisy/ita/ita_17.wav,command,noisy,crf_04,17,-2
samples/crf_04/noisy/ita/ita_1.wav,command,noisy,crf_04,1,-12
samples/crf_04/noisy/ita/ita_3.wav,command,noisy,crf_04,3,-10
samples/crf_04/clean/ita/ita_28.wav,command,clean,crf_04,28,17
samples/crf_04/clean/ita/ita_25.wav,command,clean,crf_04,25,14
samples/crf_04/clean/ita/ita_14.wav,command,clean,crf_04,14,13
samples/crf_04/clean/ita/ita_19.wav,command,clean,crf_04,19,13
samples/crf_04/clean/ita/ita_23.wav,command,clean,crf_04,23,12
samples/crf_04/clean/ita/ita_22.wav,command,clean,crf_04,22,16
samples/crf_04/clean/ita/ita_11.wav,command,clean,crf_04,11,9
samples/crf_04/clean/ita/ita_4.wav,command,clean,crf_04,4,16
samples/crf_04/clean/ita/ita_12.wav,command,clean,crf_04,12,14
samples/crf_04/clean/ita/ita_29.wav,command,clean,crf_04,29,21
samples/crf_04/clean/ita/ita_9.wav,command,clean,crf_04,9,21
samples/crf_04/clean/ita/ita_21.wav,command,clean,crf_04,21,1
samples/crf_04/clean/ita/ita_30.wav,command,clean,crf_04,30,16
samples/crf_04/clean/ita/ita_26.wav,command,clean,crf_04,26,12
samples/crf_04/clean/ita/ita_7.wav,command,clean,crf_04,7,19
samples/crf_04/clean/ita/ita_15.wav,command,clean,crf_04,15,15
samples/crf_04/clean/ita/ita_8.wav,command,clean,crf_04,8,14
samples/crf_04/clean/ita/ita_18.wav,command,clean,crf_04,18,12
samples/crf_04/clean/ita/ita_0.wav,command,clean,crf_04,0,14
samples/crf_04/clean/ita/ita_2.wav,command,clean,crf_04,2,11
samples/crf_04/clean/ita/ita_16.wav,command,clean,crf_04,16,22
samples/crf_04/clean/ita/ita_5.wav,command,clean,crf_04,5,23
samples/crf_04/clean/ita/ita_10.wav,command,clean,crf_04,10,17
samples/crf_04/clean/ita/ita_6.wav,command,clean,crf_04,6,18
samples/crf_04/clean/ita/ita_27.wav,command,clean,crf_04,27,17
samples/crf_04/clean/ita/ita_13.wav,command,clean,crf_04,13,12
samples/crf_04/clean/ita/ita_20.wav,command,clean,crf_04,20,17
samples/crf_04/clean/ita/ita_24.wav,command,clean,crf_04,24,-4
samples/crf_04/clean/ita/ita_17.wav,command,clean,crf_04,17,20
samples/crf_04/clean/ita/ita_1.wav,command,clean,crf_04,1,14
samples/crf_04/clean/ita/ita_3.wav,command,clean,crf_04,3,1
samples/fr_2/noisy/ita/ita_28.wav,command,noisy,fr_2,28,12
samples/fr_2/noisy/ita/ita_25.wav,command,noisy,fr_2,25,5
samples/fr_2/noisy/ita/ita_14.wav,command,noisy,fr_2,14,15
samples/fr_2/noisy/ita/ita_19.wav,command,noisy,fr_2,19,6
samples/fr_2/noisy/ita/ita_23.wav,command,noisy,fr_2,23,-9
samples/fr_2/noisy/ita/ita_22.wav,command,noisy,fr_2,22,10
samples/fr_2/noisy/ita/ita_11.wav,command,noisy,fr_2,11,7
samples/fr_2/noisy/ita/ita_4.wav,command,noisy,fr_2,4,9
samples/fr_2/noisy/ita/ita_12.wav,command,noisy,fr_2,12,12
samples/fr_2/noisy/ita/ita_29.wav,command,noisy,fr_2,29,8
samples/fr_2/noisy/ita/ita_9.wav,command,noisy,fr_2,9,9
samples/fr_2/noisy/ita/ita_21.wav,command,noisy,fr_2,21,2
samples/fr_2/noisy/ita/ita_30.wav,command,noisy,fr_2,30,9
samples/fr_2/noisy/ita/ita_26.wav,command,noisy,fr_2,26,1
samples/fr_2/noisy/ita/ita_7.wav,command,noisy,fr_2,7,5
samples/fr_2/noisy/ita/ita_15.wav,command,noisy,fr_2,15,6
samples/fr_2/noisy/ita/ita_8.wav,command,noisy,fr_2,8,7
samples/fr_2/noisy/ita/ita_18.wav,command,noisy,fr_2,18,1
samples/fr_2/noisy/ita/ita_0.wav,command,noisy,fr_2,0,7
samples/fr_2/noisy/ita/ita_2.wav,command,noisy,fr_2,2,10
samples/fr_2/noisy/ita/ita_16.wav,command,noisy,fr_2,16,2
samples/fr_2/noisy/ita/ita_5.wav,command,noisy,fr_2,5,12
samples/fr_2/noisy/ita/ita_10.wav,command,noisy,fr_2,10,5
samples/fr_2/noisy/ita/ita_6.wav,command,noisy,fr_2,6,8
samples/fr_2/noisy/ita/ita_27.wav,command,noisy,fr_2,27,6
samples/fr_2/noisy/ita/ita_13.wav,command,noisy,fr_2,13,6
samples/fr_2/noisy/ita/ita_20.wav,command,noisy,fr_2,20,-5
samples/fr_2/noisy/ita/ita_24.wav,command,noisy,fr_2,24,-11
samples/fr_2/noisy/ita/ita_17.wav,command,noisy,fr_2,17,0
samples/fr_2/noisy/ita/ita_1.wav,command,noisy,fr_2,1,8
samples/fr_2/noisy/ita/ita_3.wav,command,noisy,fr_2,3,9
samples/crf_09/noisy/ita/ita_28.wav,command,noisy,crf_09,28,-9
samples/crf_09/noisy/ita/ita_25.wav,command,noisy,crf_09,25,1
samples/crf_09/noisy/ita/ita_14.wav,command,noisy,crf_09,14,7
samples/crf_09/noisy/ita/ita_19.wav,command,noisy,crf_09,19,-7
samples/crf_09/noisy/ita/ita_23.wav,command,noisy,crf_09,23,1
samples/crf_09/noisy/ita/ita_22.wav,command,noisy,crf_09,22,-2
samples/crf_09/noisy/ita/ita_11.wav,command,noisy,crf_09,11,-6
samples/crf_09/noisy/ita/ita_4.wav,command,noisy,crf_09,4,10
samples/crf_09/noisy/ita/ita_12.wav,command,noisy,crf_09,12,-5
samples/crf_09/noisy/ita/ita_29.wav,command,noisy,crf_09,29,11
samples/crf_09/noisy/ita/ita_9.wav,command,noisy,crf_09,9,5
samples/crf_09/noisy/ita/ita_21.wav,command,noisy,crf_09,21,1
samples/crf_09/noisy/ita/ita_30.wav,command,noisy,crf_09,30,-9
samples/crf_09/noisy/ita/ita_26.wav,command,noisy,crf_09,26,-11
samples/crf_09/noisy/ita/ita_7.wav,command,noisy,crf_09,7,1
samples/crf_09/noisy/ita/ita_15.wav,command,noisy,crf_09,15,-4
samples/crf_09/noisy/ita/ita_8.wav,command,noisy,crf_09,8,3
samples/crf_09/noisy/ita/ita_18.wav,command,noisy,crf_09,18,-1
samples/crf_09/noisy/ita/ita_0.wav,command,noisy,crf_09,0,3
samples/crf_09/noisy/ita/ita_2.wav,command,noisy,crf_09,2,-5
samples/crf_09/noisy/ita/ita_16.wav,command,noisy,crf_09,16,1
samples/crf_09/noisy/ita/ita_5.wav,command,noisy,crf_09,5,9
samples/crf_09/noisy/ita/ita_10.wav,command,noisy,crf_09,10,-6
samples/crf_09/noisy/ita/ita_6.wav,command,noisy,crf_09,6,-3
samples/crf_09/noisy/ita/ita_27.wav,command,noisy,crf_09,27,-8
samples/crf_09/noisy/ita/ita_13.wav,command,noisy,crf_09,13,-3
samples/crf_09/noisy/ita/ita_20.wav,command,noisy,crf_09,20,4
samples/crf_09/noisy/ita/ita_24.wav,command,noisy,crf_09,24,-6
samples/crf_09/noisy/ita/ita_17.wav,command,noisy,crf_09,17,2
samples/crf_09/noisy/ita/ita_1.wav,command,noisy,crf_09,1,5
samples/crf_09/noisy/ita/ita_3.wav,command,noisy,crf_09,3,-9
samples/crf_09/clean/ita/ita_28.wav,command,clean,crf_09,28,9
samples/crf_09/clean/ita/ita_25.wav,command,clean,crf_09,25,13
samples/crf_09/clean/ita/ita_14.wav,command,clean,crf_09,14,18
samples/crf_09/clean/ita/ita_19.wav,command,clean,crf_09,19,13
samples/crf_09/clean/ita/ita_23.wav,command,clean,crf_09,23,7
samples/crf_09/clean/ita/ita_22.wav,command,clean,crf_09,22,14
samples/crf_09/clean/ita/ita_11.wav,command,clean,crf_09,11,16
samples/crf_09/clean/ita/ita_4.wav,command,clean,crf_09,4,13
samples/crf_09/clean/ita/ita_12.wav,command,clean,crf_09,12,13
samples/crf_09/clean/ita/ita_29.wav,command,clean,crf_09,29,20
samples/crf_09/clean/ita/ita_9.wav,command,clean,crf_09,9,16
samples/crf_09/clean/ita/ita_21.wav,command,clean,crf_09,21,16
samples/crf_09/clean/ita/ita_30.wav,command,clean,crf_09,30,16
samples/crf_09/clean/ita/ita_26.wav,command,clean,crf_09,26,3
samples/crf_09/clean/ita/ita_7.wav,command,clean,crf_09,7,19
samples/crf_09/clean/ita/ita_15.wav,command,clean,crf_09,15,17
samples/crf_09/clean/ita/ita_8.wav,command,clean,crf_09,8,12
samples/crf_09/clean/ita/ita_18.wav,command,clean,crf_09,18,13
samples/crf_09/clean/ita/ita_0.wav,command,clean,crf_09,0,15
samples/crf_09/clean/ita/ita_2.wav,command,clean,crf_09,2,10
samples/crf_09/clean/ita/ita_16.wav,command,clean,crf_09,16,14
samples/crf_09/clean/ita/ita_5.wav,command,clean,crf_09,5,11
samples/crf_09/clean/ita/ita_10.wav,command,clean,crf_09,10,13
samples/crf_09/clean/ita/ita_6.wav,command,clean,crf_09,6,12
samples/crf_09/clean/ita/ita_27.wav,command,clean,crf_09,27,17
samples/crf_09/clean/ita/ita_13.wav,command,clean,crf_09,13,11
samples/crf_09/clean/ita/ita_20.wav,command,clean,crf_09,20,13
samples/crf_09/clean/ita/ita_24.wav,command,clean,crf_09,24,11
samples/crf_09/clean/ita/ita_17.wav,command,clean,crf_09,17,16
samples/crf_09/clean/ita/ita_1.wav,command,clean,crf_09,1,14
samples/crf_09/clean/ita/ita_3.wav,command,clean,crf_09,3,9
samples/fr_7/noisy/ita/ita_28.wav,command,noisy,fr_7,28,-3
samples/fr_7/noisy/ita/ita_25.wav,command,noisy,fr_7,25,3
samples/fr_7/noisy/ita/ita_14.wav,command,noisy,fr_7,14,5
samples/fr_7/noisy/ita/ita_19.wav,command,noisy,fr_7,19,-4
samples/fr_7/noisy/ita/ita_23.wav,command,noisy,fr_7,23,-9
samples/fr_7/noisy/ita/ita_22.wav,command,noisy,fr_7,22,0
samples/fr_7/noisy/ita/ita_11.wav,command,noisy,fr_7,11,5
samples/fr_7/noisy/ita/ita_4.wav,command,noisy,fr_7,4,1
samples/fr_7/noisy/ita/ita_12.wav,command,noisy,fr_7,12,4
samples/fr_7/noisy/ita/ita_29.wav,command,noisy,fr_7,29,4
samples/fr_7/noisy/ita/ita_9.wav,command,noisy,fr_7,9,3
samples/fr_7/noisy/ita/ita_21.wav,command,noisy,fr_7,21,-2
samples/fr_7/noisy/ita/ita_30.wav,command,noisy,fr_7,30,1
samples/fr_7/noisy/ita/ita_26.wav,command,noisy,fr_7,26,0
samples/fr_7/noisy/ita/ita_7.wav,command,noisy,fr_7,7,5
samples/fr_7/noisy/ita/ita_15.wav,command,noisy,fr_7,15,7
samples/fr_7/noisy/ita/ita_8.wav,command,noisy,fr_7,8,2
samples/fr_7/noisy/ita/ita_18.wav,command,noisy,fr_7,18,0
samples/fr_7/noisy/ita/ita_0.wav,command,noisy,fr_7,0,3
samples/fr_7/noisy/ita/ita_2.wav,command,noisy,fr_7,2,-6
samples/fr_7/noisy/ita/ita_16.wav,command,noisy,fr_7,16,5
samples/fr_7/noisy/ita/ita_5.wav,command,noisy,fr_7,5,2
samples/fr_7/noisy/ita/ita_10.wav,command,noisy,fr_7,10,0
samples/fr_7/noisy/ita/ita_6.wav,command,noisy,fr_7,6,2
samples/fr_7/noisy/ita/ita_27.wav,command,noisy,fr_7,27,-5
samples/fr_7/noisy/ita/ita_13.wav,command,noisy,fr_7,13,5
samples/fr_7/noisy/ita/ita_20.wav,command,noisy,fr_7,20,-5
samples/fr_7/noisy/ita/ita_24.wav,command,noisy,fr_7,24,-7
samples/fr_7/noisy/ita/ita_17.wav,command,noisy,fr_7,17,6
samples/fr_7/noisy/ita/ita_1.wav,command,noisy,fr_7,1,10
samples/fr_7/noisy/ita/ita_3.wav,command,noisy,fr_7,3,0
samples/crf_00/clean/ita/ita_28.wav,command,clean,crf_00,28,7
samples/crf_00/clean/ita/ita_25.wav,command,clean,crf_00,25,2
samples/crf_00/clean/ita/ita_14.wav,command,clean,crf_00,14,10
samples/crf_00/clean/ita/ita_19.wav,command,clean,crf_00,19,5
samples/crf_00/clean/ita/ita_23.wav,command,clean,crf_00,23,17
samples/crf_00/clean/ita/ita_22.wav,command,clean,crf_00,22,8
samples/crf_00/clean/ita/ita_11.wav,command,clean,crf_00,11,9
samples/crf_00/clean/ita/ita_4.wav,command,clean,crf_00,4,8
samples/crf_00/clean/ita/ita_12.wav,command,clean,crf_00,12,5
samples/crf_00/clean/ita/ita_29.wav,command,clean,crf_00,29,10
samples/crf_00/clean/ita/ita_9.wav,command,clean,crf_00,9,8
samples/crf_00/clean/ita/ita_21.wav,command,clean,crf_00,21,10
samples/crf_00/clean/ita/ita_30.wav,command,clean,crf_00,30,6
samples/crf_00/clean/ita/ita_26.wav,command,clean,crf_00,26,3
samples/crf_00/clean/ita/ita_7.wav,command,clean,crf_00,7,7
samples/crf_00/clean/ita/ita_15.wav,command,clean,crf_00,15,15
samples/crf_00/clean/ita/ita_8.wav,command,clean,crf_00,8,8
samples/crf_00/clean/ita/ita_18.wav,command,clean,crf_00,18,8
samples/crf_00/clean/ita/ita_0.wav,command,clean,crf_00,0,-3
samples/crf_00/clean/ita/ita_2.wav,command,clean,crf_00,2,2
samples/crf_00/clean/ita/ita_16.wav,command,clean,crf_00,16,9
samples/crf_00/clean/ita/ita_5.wav,command,clean,crf_00,5,8
samples/crf_00/clean/ita/ita_10.wav,command,clean,crf_00,10,6
samples/crf_00/clean/ita/ita_6.wav,command,clean,crf_00,6,5
samples/crf_00/clean/ita/ita_27.wav,command,clean,crf_00,27,6
samples/crf_00/clean/ita/ita_13.wav,command,clean,crf_00,13,6
samples/crf_00/clean/ita/ita_20.wav,command,clean,crf_00,20,9
samples/crf_00/clean/ita/ita_24.wav,command,clean,crf_00,24,-11
samples/crf_00/clean/ita/ita_17.wav,command,clean,crf_00,17,10
samples/crf_00/clean/ita/ita_1.wav,command,clean,crf_00,1,3
samples/crf_00/clean/ita/ita_3.wav,command,clean,crf_00,3,3
samples/crf_10/noisy/ita/ita_28.wav,command,noisy,crf_10,28,-5
samples/crf_10/noisy/ita/ita_25.wav,command,noisy,crf_10,25,8
samples/crf_10/noisy/ita/ita_14.wav,command,noisy,crf_10,14,2
samples/crf_10/noisy/ita/ita_19.wav,command,noisy,crf_10,19,0
samples/crf_10/noisy/ita/ita_23.wav,command,noisy,crf_10,23,-8
samples/crf_10/noisy/ita/ita_22.wav,command,noisy,crf_10,22,-25
samples/crf_10/noisy/ita/ita_11.wav,command,noisy,crf_10,11,3
samples/crf_10/noisy/ita/ita_4.wav,command,noisy,crf_10,4,-8
samples/crf_10/noisy/ita/ita_12.wav,command,noisy,crf_10,12,0
samples/crf_10/noisy/ita/ita_29.wav,command,noisy,crf_10,29,-4
samples/crf_10/noisy/ita/ita_9.wav,command,noisy,crf_10,9,2
samples/crf_10/noisy/ita/ita_21.wav,command,noisy,crf_10,21,8
samples/crf_10/noisy/ita/ita_30.wav,command,noisy,crf_10,30,-5
samples/crf_10/noisy/ita/ita_26.wav,command,noisy,crf_10,26,-4
samples/crf_10/noisy/ita/ita_7.wav,command,noisy,crf_10,7,0
samples/crf_10/noisy/ita/ita_15.wav,command,noisy,crf_10,15,-11
samples/crf_10/noisy/ita/ita_8.wav,command,noisy,crf_10,8,0
samples/crf_10/noisy/ita/ita_18.wav,command,noisy,crf_10,18,-2
samples/crf_10/noisy/ita/ita_0.wav,command,noisy,crf_10,0,4
samples/crf_10/noisy/ita/ita_2.wav,command,noisy,crf_10,2,-1
samples/crf_10/noisy/ita/ita_16.wav,command,noisy,crf_10,16,5
samples/crf_10/noisy/ita/ita_5.wav,command,noisy,crf_10,5,6
samples/crf_10/noisy/ita/ita_10.wav,command,noisy,crf_10,10,-2
samples/crf_10/noisy/ita/ita_6.wav,command,noisy,crf_10,6,-1
samples/crf_10/noisy/ita/ita_27.wav,command,noisy,crf_10,27,-15
samples/crf_10/noisy/ita/ita_13.wav,command,noisy,crf_10,13,4
samples/crf_10/noisy/ita/ita_20.wav,command,noisy,crf_10,20,-8
samples/crf_10/noisy/ita/ita_24.wav,command,noisy,crf_10,24,-3
samples/crf_10/noisy/ita/ita_17.wav,command,noisy,crf_10,17,-2
samples/crf_10/noisy/ita/ita_1.wav,command,noisy,crf_10,1,3
samples/crf_10/noisy/ita/ita_3.wav,command,noisy,crf_10,3,0
samples/crf_10/clean/ita/ita_28.wav,command,clean,crf_10,28,23
samples/crf_10/clean/ita/ita_25.wav,command,clean,crf_10,25,15
samples/crf_10/clean/ita/ita_14.wav,command,clean,crf_10,14,22
samples/crf_10/clean/ita/ita_19.wav,command,clean,crf_10,19,16
samples/crf_10/clean/ita/ita_23.wav,command,clean,crf_10,23,-2
samples/crf_10/clean/ita/ita_22.wav,command,clean,crf_10,22,19
samples/crf_10/clean/ita/ita_11.wav,command,clean,crf_10,11,19
samples/crf_10/clean/ita/ita_4.wav,command,clean,crf_10,4,20
samples/crf_10/clean/ita/ita_12.wav,command,clean,crf_10,12,16
samples/crf_10/clean/ita/ita_29.wav,command,clean,crf_10,29,20
samples/crf_10/clean/ita/ita_9.wav,command,clean,crf_10,9,18
samples/crf_10/clean/ita/ita_21.wav,command,clean,crf_10,21,-4
samples/crf_10/clean/ita/ita_30.wav,command,clean,crf_10,30,19
samples/crf_10/clean/ita/ita_26.wav,command,clean,crf_10,26,18
samples/crf_10/clean/ita/ita_7.wav,command,clean,crf_10,7,17
samples/crf_10/clean/ita/ita_15.wav,command,clean,crf_10,15,24
samples/crf_10/clean/ita/ita_8.wav,command,clean,crf_10,8,16
samples/crf_10/clean/ita/ita_18.wav,command,clean,crf_10,18,13
samples/crf_10/clean/ita/ita_0.wav,command,clean,crf_10,0,21
samples/crf_10/clean/ita/ita_2.wav,command,clean,crf_10,2,15
samples/crf_10/clean/ita/ita_16.wav,command,clean,crf_10,16,20
samples/crf_10/clean/ita/ita_5.wav,command,clean,crf_10,5,21
samples/crf_10/clean/ita/ita_10.wav,command,clean,crf_10,10,18
samples/crf_10/clean/ita/ita_6.wav,command,clean,crf_10,6,16
samples/crf_10/clean/ita/ita_27.wav,command,clean,crf_10,27,21
samples/crf_10/clean/ita/ita_13.wav,command,clean,crf_10,13,17
samples/crf_10/clean/ita/ita_20.wav,command,clean,crf_10,20,18
samples/crf_10/clean/ita/ita_24.wav,command,clean,crf_10,24,-8
samples/crf_10/clean/ita/ita_17.wav,command,clean,crf_10,17,23
samples/crf_10/clean/ita/ita_1.wav,command,clean,crf_10,1,21
samples/crf_10/clean/ita/ita_3.wav,command,clean,crf_10,3,18
samples/crf_05/noisy/ita/ita_28.wav,command,noisy,crf_05,28,-13
samples/crf_05/noisy/ita/ita_25.wav,command,noisy,crf_05,25,-3
samples/crf_05/noisy/ita/ita_14.wav,command,noisy,crf_05,14,-2
samples/crf_05/noisy/ita/ita_19.wav,command,noisy,crf_05,19,-9
samples/crf_05/noisy/ita/ita_23.wav,command,noisy,crf_05,23,-11
samples/crf_05/noisy/ita/ita_22.wav,command,noisy,crf_05,22,-13
samples/crf_05/noisy/ita/ita_11.wav,command,noisy,crf_05,11,-8
samples/crf_05/noisy/ita/ita_4.wav,command,noisy,crf_05,4,-1
samples/crf_05/noisy/ita/ita_12.wav,command,noisy,crf_05,12,-5
samples/crf_05/noisy/ita/ita_29.wav,command,noisy,crf_05,29,-8
samples/crf_05/noisy/ita/ita_9.wav,command,noisy,crf_05,9,-3
samples/crf_05/noisy/ita/ita_21.wav,command,noisy,crf_05,21,-7
samples/crf_05/noisy/ita/ita_30.wav,command,noisy,crf_05,30,-7
samples/crf_05/noisy/ita/ita_26.wav,command,noisy,crf_05,26,-4
samples/crf_05/noisy/ita/ita_7.wav,command,noisy,crf_05,7,-6
samples/crf_05/noisy/ita/ita_15.wav,command,noisy,crf_05,15,-2
samples/crf_05/noisy/ita/ita_8.wav,command,noisy,crf_05,8,-10
samples/crf_05/noisy/ita/ita_18.wav,command,noisy,crf_05,18,-3
samples/crf_05/noisy/ita/ita_0.wav,command,noisy,crf_05,0,-5
samples/crf_05/noisy/ita/ita_2.wav,command,noisy,crf_05,2,2
samples/crf_05/noisy/ita/ita_16.wav,command,noisy,crf_05,16,-6
samples/crf_05/noisy/ita/ita_5.wav,command,noisy,crf_05,5,3
samples/crf_05/noisy/ita/ita_10.wav,command,noisy,crf_05,10,-5
samples/crf_05/noisy/ita/ita_6.wav,command,noisy,crf_05,6,-4
samples/crf_05/noisy/ita/ita_27.wav,command,noisy,crf_05,27,-12
samples/crf_05/noisy/ita/ita_13.wav,command,noisy,crf_05,13,0
samples/crf_05/noisy/ita/ita_20.wav,command,noisy,crf_05,20,2
samples/crf_05/noisy/ita/ita_24.wav,command,noisy,crf_05,24,-3
